,text,tokenized_text,POS_text,lemmatized_text
522,@luckyman298 @TotaILeoMessi Voting closed on Oct 24 and hence the case is also closed. Remember Modric also had a bad second half of the year when he won the bdor in 2018 so it doesnt matter. Messi was placed 5th because of the bad world cup. So basically the Copa sealed it for him this time.,"['luckyman298', 'TotaILeoMessi', 'Voting', 'closed', 'on', 'Oct', '24', 'and', 'hence', 'the', 'case', 'is', 'also', 'closed', '', 'Remember', 'Modric', 'also', 'had', 'a', 'bad', 'second', 'half', 'of', 'the', 'year', 'when', 'he', 'won', 'the', 'bdor', 'in', '2018', 'so', 'it', 'doesnt', 'matter', '', 'Messi', 'was', 'placed', '5th', 'because', 'of', 'the', 'bad', 'world', 'cup', '', 'So', 'basically', 'the', 'Copa', 'sealed', 'it', 'for', 'him', 'this', 'time', '']","[('luckyman298', 'a'), ('TotaILeoMessi', 'n'), ('Voting', 'n'), ('closed', 'v'), ('Oct', 'n'), ('hence', 'r'), ('case', 'n'), ('is', 'v'), ('also', 'r'), ('closed', 'v'), ('', 'a'), ('Remember', 'n'), ('Modric', 'n'), ('also', 'r'), ('had', 'v'), ('bad', 'a'), ('second', 'a'), ('half', 'n'), ('year', 'n'), ('won', 'v'), ('bdor', 'n'), ('doesnt', 'v'), ('matter', 'n'), ('', 'n'), ('Messi', 'n'), ('was', 'v'), ('placed', 'v'), ('bad', 'a'), ('world', 'n'), ('cup', 'n'), ('', 'n'), ('So', 'n'), ('basically', 'r'), ('Copa', 'n'), ('sealed', 'v'), ('time', 'n'), ('', 'n')]","['luckyman298', 'TotaILeoMessi', 'Voting', 'close', 'Oct', 'hence', 'case', 'be', 'also', 'close', 'Remember', 'Modric', 'also', 'have', 'bad', 'second', 'half', 'year', 'win', 'bdor', 'doesnt', 'matter', 'Messi', 'be', 'place', 'bad', 'world', 'cup', 'So', 'basically', 'Copa', 'seal', 'time']"
523,Y’all saying Messi all the time while messi only got copa this year and the reason Argentina got it all thanks to their goalkeeper and di maria 😭,"['Y', '', 'all', 'saying', 'Messi', 'all', 'the', 'time', 'while', 'messi', 'only', 'got', 'copa', 'this', 'year', 'and', 'the', 'reason', 'Argentina', 'got', 'it', 'all', 'thanks', 'to', 'their', 'goalkeeper', 'and', 'di', 'maria', '']","[('Y', 'n'), ('', 'n'), ('saying', 'v'), ('Messi', 'n'), ('time', 'n'), ('only', 'r'), ('got', 'v'), ('copa', 'n'), ('year', 'n'), ('reason', 'n'), ('Argentina', 'n'), ('got', 'v'), ('thanks', 'n'), ('goalkeeper', 'n'), ('di', 'n'), ('maria', 'n'), ('', 'v')]","['Y', 'say', 'Messi', 'time', 'only', 'get', 'copa', 'year', 'reason', 'Argentina', 'get', 'thanks', 'goalkeeper', 'di', 'maria']"
524,@SeyaFCB You haven't even seen half of the things messi has done for us.,"['SeyaFCB', 'You', 'havent', 'even', 'seen', 'half', 'of', 'the', 'things', 'messi', 'has', 'done', 'for', 'us', '']","[('SeyaFCB', 'n'), ('havent', 'v'), ('even', 'r'), ('seen', 'v'), ('half', 'n'), ('things', 'n'), ('messi', 'n'), ('has', 'v'), ('done', 'v'), ('', 'v')]","['SeyaFCB', 'havent', 'even', 'see', 'half', 'thing', 'messi', 'have', 'do']"
525,Lmaoo. Messi is not even voting for himself. That man is a different breed. https://t.co/yWSOIca8XH,"['Lmaoo', '', 'Messi', 'is', 'not', 'even', 'voting', 'for', 'himself', '', 'That', 'man', 'is', 'a', 'different', 'breed', '', '']","[('Lmaoo', 'n'), ('', 'n'), ('Messi', 'n'), ('is', 'v'), ('not', 'r'), ('even', 'r'), ('voting', 'v'), ('', 'v'), ('man', 'n'), ('is', 'v'), ('different', 'a'), ('breed', 'n'), ('', 'n'), ('', 'v')]","['Lmaoo', 'Messi', 'be', 'not', 'even', 'vote', 'man', 'be', 'different', 'breed']"
526,"@golazoargentino Was very sad about that last night, he needs to score and assist till end of the season to get call from europe. He is real gem not only scores goal  he Assists too juat like messi, di marria, gomez","['golazoargentino', 'Was', 'very', 'sad', 'about', 'that', 'last', 'night', '', 'he', 'needs', 'to', 'score', 'and', 'assist', 'till', 'end', 'of', 'the', 'season', 'to', 'get', 'call', 'from', 'europe', '', 'He', 'is', 'real', 'gem', 'not', 'only', 'scores', 'goal', 'he', 'Assists', 'too', 'juat', 'like', 'messi', '', 'di', 'marria', '', 'gomez']","[('golazoargentino', 'n'), ('Was', 'n'), ('very', 'r'), ('sad', 'a'), ('last', 'a'), ('night', 'n'), ('', 'v'), ('needs', 'v'), ('score', 'v'), ('assist', 'v'), ('till', 'a'), ('end', 'n'), ('season', 'n'), ('get', 'v'), ('call', 'n'), ('europe', 'n'), ('', 'n'), ('is', 'v'), ('real', 'a'), ('gem', 'n'), ('not', 'r'), ('only', 'r'), ('scores', 'v'), ('goal', 'n'), ('Assists', 'v'), ('too', 'r'), ('juat', 'a'), ('messi', 'n'), ('', 'n'), ('di', 'v'), ('marria', 'n'), ('', 'n'), ('gomez', 'n')]","['golazoargentino', 'Was', 'very', 'sad', 'last', 'night', 'need', 'score', 'assist', 'till', 'end', 'season', 'get', 'call', 'europe', 'be', 'real', 'gem', 'not', 'only', 'score', 'goal', 'Assists', 'too', 'juat', 'messi', 'di', 'marria', 'gomez']"
527,"@Sabir_Scrip Damn , gavi messi and randle . He is going straight to the top","['SabirScrip', 'Damn', '', 'gavi', 'messi', 'and', 'randle', '', 'He', 'is', 'going', 'straight', 'to', 'the', 'top']","[('SabirScrip', 'n'), ('Damn', 'n'), ('', 'n'), ('gavi', 'n'), ('messi', 'n'), ('randle', 'v'), ('', 'n'), ('is', 'v'), ('going', 'v'), ('straight', 'r'), ('top', 'n')]","['SabirScrip', 'Damn', 'gavi', 'messi', 'randle', 'be', 'go', 'straight', 'top']"
528,"That Bruno, Cavani and Ronaldo front 3 is scary bro... Give it 3 games we talking best front 3 since Suarez, Messi, Neymar trio.","['That', 'Bruno', '', 'Cavani', 'and', 'Ronaldo', 'front', '3', 'is', 'scary', 'bro', '', 'Give', 'it', '3', 'games', 'we', 'talking', 'best', 'front', '3', 'since', 'Suarez', '', 'Messi', '', 'Neymar', 'trio', '']","[('Bruno', 'n'), ('', 'n'), ('Cavani', 'n'), ('Ronaldo', 'n'), ('front', 'v'), ('is', 'v'), ('scary', 'a'), ('bro', 'n'), ('', 'n'), ('Give', 'n'), ('games', 'n'), ('talking', 'v'), ('best', 'a'), ('front', 'n'), ('Suarez', 'n'), ('', 'n'), ('Messi', 'n'), ('', 'n'), ('Neymar', 'n'), ('trio', 'n'), ('', 'n')]","['Bruno', 'Cavani', 'Ronaldo', 'front', 'be', 'scary', 'bro', 'Give', 'game', 'talk', 'best', 'front', 'Suarez', 'Messi', 'Neymar', 'trio']"
529,"@Sharym7iiiiii @s__avvy @edsonsa79718631 @easyWsOnly @Youssef51307395 @mateopasagali @FCBDynamite_ @TotalMaestro @MessiIizer Messi is a MUCH bigger barcelona legend than ronaldo is a man utd legend, and ronaldo played for barcelona’s biggest rivals. it’s not the same loool","['Sharym7iiiiii', 'savvy', 'edsonsa79718631', 'easyWsOnly', 'Youssef51307395', 'mateopasagali', 'FCBDynamite', 'TotalMaestro', 'MessiIizer', 'Messi', 'is', 'a', 'MUCH', 'bigger', 'barcelona', 'legend', 'than', 'ronaldo', 'is', 'a', 'man', 'utd', 'legend', '', 'and', 'ronaldo', 'played', 'for', 'barcelona', '', 's', 'biggest', 'rivals', '', 'it', '', 's', 'not', 'the', 'same', 'loool']","[('Sharym7iiiiii', 'n'), ('savvy', 'n'), ('edsonsa79718631', 'n'), ('easyWsOnly', 'r'), ('Youssef51307395', 'n'), ('mateopasagali', 'n'), ('FCBDynamite', 'n'), ('TotalMaestro', 'n'), ('MessiIizer', 'n'), ('Messi', 'n'), ('is', 'v'), ('MUCH', 'r'), ('bigger', 'a'), ('barcelona', 'n'), ('legend', 'n'), ('ronaldo', 'n'), ('is', 'v'), ('man', 'n'), ('utd', 'a'), ('legend', 'n'), ('', 'n'), ('ronaldo', 'n'), ('played', 'v'), ('barcelona', 'n'), ('', 'n'), ('s', 'n'), ('biggest', 'a'), ('rivals', 'n'), ('', 'v'), ('', 'n'), ('s', 'v'), ('not', 'r'), ('same', 'a'), ('loool', 'n')]","['Sharym7iiiiii', 'savvy', 'edsonsa79718631', 'easyWsOnly', 'Youssef51307395', 'mateopasagali', 'FCBDynamite', 'TotalMaestro', 'MessiIizer', 'Messi', 'be', 'MUCH', 'big', 'barcelona', 'legend', 'ronaldo', 'be', 'man', 'utd', 'legend', 'ronaldo', 'play', 'barcelona', 's', 'big', 'rival', 's', 'not', 'same', 'loool']"
530,"Sancho and Messi have the same number of goal contributions in the league despite Sancho playing LESS minutes than Messi 

One is being called a flop despite playing in the hardest league itw while the other is being tipped to win the BDor while playing in the Uber Eats League 🤷🏻‍♂️","['Sancho', 'and', 'Messi', 'have', 'the', 'same', 'number', 'of', 'goal', 'contributions', 'in', 'the', 'league', 'despite', 'Sancho', 'playing', 'LESS', 'minutes', 'than', 'Messi', 'One', 'is', 'being', 'called', 'a', 'flop', 'despite', 'playing', 'in', 'the', 'hardest', 'league', 'itw', 'while', 'the', 'other', 'is', 'being', 'tipped', 'to', 'win', 'the', 'BDor', 'while', 'playing', 'in', 'the', 'Uber', 'Eats', 'League', '', '', '', '', '️']","[('Sancho', 'n'), ('Messi', 'n'), ('have', 'v'), ('same', 'a'), ('number', 'n'), ('goal', 'n'), ('contributions', 'n'), ('league', 'n'), ('Sancho', 'n'), ('playing', 'v'), ('LESS', 'n'), ('minutes', 'n'), ('Messi', 'n'), ('One', 'n'), ('is', 'v'), ('being', 'v'), ('called', 'v'), ('flop', 'n'), ('playing', 'v'), ('hardest', 'a'), ('league', 'n'), ('itw', 'n'), ('other', 'a'), ('is', 'v'), ('being', 'v'), ('tipped', 'v'), ('win', 'v'), ('BDor', 'n'), ('playing', 'v'), ('Uber', 'n'), ('Eats', 'n'), ('League', 'n'), ('', 'n'), ('', 'n'), ('', 'n'), ('', 'n'), ('️', 'n')]","['Sancho', 'Messi', 'have', 'same', 'number', 'goal', 'contribution', 'league', 'Sancho', 'play', 'LESS', 'minute', 'Messi', 'One', 'be', 'be', 'call', 'flop', 'play', 'hard', 'league', 'itw', 'other', 'be', 'be', 'tip', 'win', 'BDor', 'play', 'Uber', 'Eats', 'League', '️']"
531,"#SCTop10 Golazooo by 9 yo Chessie Tablis for Boca United U10 PreAcademy v PBG 2011BoysElite, Div 1 SFYSL, 10/30/21. Classic #10 attacking left mid. Intercepts, controls the ball, skills out two larger defenders, gets fouled, continues, power &amp; placement! Messi’s form circa 2016! https://t.co/eKAktQv3WR","['SCTop10', 'Golazooo', 'by', '9', 'yo', 'Chessie', 'Tablis', 'for', 'Boca', 'United', 'U10', 'PreAcademy', 'v', 'PBG', '2011BoysElite', '', 'Div', '1', 'SFYSL', '', '1030', '', '21', '', 'Classic', '10', 'attacking', 'left', 'mid', '', 'Intercepts', '', 'controls', 'the', 'ball', '', 'skills', 'out', 'two', 'larger', 'defenders', '', 'gets', 'fouled', '', 'continues', '', 'power', '', 'placement', '', 'Messi', '', 's', 'form', 'circa', '2016', '', '']","[('SCTop10', 'n'), ('Golazooo', 'n'), ('yo', 'n'), ('Chessie', 'n'), ('Tablis', 'n'), ('Boca', 'n'), ('United', 'n'), ('U10', 'n'), ('PreAcademy', 'n'), ('v', 'n'), ('PBG', 'n'), ('', 'n'), ('Div', 'n'), ('SFYSL', 'n'), ('', 'n'), ('', 'n'), ('', 'n'), ('Classic', 'a'), ('attacking', 'n'), ('left', 'v'), ('mid', 'a'), ('', 'n'), ('Intercepts', 'n'), ('', 'n'), ('controls', 'v'), ('ball', 'n'), ('', 'n'), ('skills', 'v'), ('out', 'r'), ('larger', 'a'), ('defenders', 'n'), ('', 'v'), ('gets', 'v'), ('fouled', 'v'), ('', 'n'), ('continues', 'v'), ('', 'a'), ('power', 'n'), ('', 'n'), ('placement', 'n'), ('', 'n'), ('Messi', 'n'), ('', 'n'), ('s', 'v'), ('form', 'n'), ('circa', 'n'), ('', 'n'), ('', 'n')]","['SCTop10', 'Golazooo', 'yo', 'Chessie', 'Tablis', 'Boca', 'United', 'U10', 'PreAcademy', 'v', 'PBG', 'Div', 'SFYSL', 'Classic', 'attacking', 'leave', 'mid', 'Intercepts', 'control', 'ball', 'skills', 'out', 'large', 'defender', 'get', 'foul', 'continue', 'power', 'placement', 'Messi', 's', 'form', 'circa']"
532,"Lionel Messi hopes to return to FC Barcelona at the end of his contract with PSG
#morocco #sport #news
https://t.co/jJN2rWKtA1","['Lionel', 'Messi', 'hopes', 'to', 'return', 'to', 'FC', 'Barcelona', 'at', 'the', 'end', 'of', 'his', 'contract', 'with', 'PSG', 'morocco', 'sport', 'news', '']","[('Lionel', 'n'), ('Messi', 'n'), ('hopes', 'v'), ('return', 'v'), ('FC', 'n'), ('Barcelona', 'n'), ('end', 'n'), ('contract', 'n'), ('PSG', 'n'), ('morocco', 'n'), ('sport', 'n'), ('news', 'n'), ('', 'n')]","['Lionel', 'Messi', 'hop', 'return', 'FC', 'Barcelona', 'end', 'contract', 'PSG', 'morocco', 'sport', 'news']"
533,@ProjectFootball Lionel Messi lookalike,"['ProjectFootball', 'Lionel', 'Messi', 'lookalike']","[('ProjectFootball', 'n'), ('Lionel', 'n'), ('Messi', 'n'), ('lookalike', 'n')]","['ProjectFootball', 'Lionel', 'Messi', 'lookalike']"
534,messi full highlights for psg https://t.co/V50TljwEEL,"['messi', 'full', 'highlights', 'for', 'psg', '']","[('full', 'a'), ('highlights', 'n'), ('psg', 'n'), ('', 'n')]","['full', 'highlight', 'psg']"
535,@OseAtiomo I need to get my chelsea jersey but I also want inter and Barcelona and a messi psg shirt smh. What is life,"['OseAtiomo', 'I', 'need', 'to', 'get', 'my', 'chelsea', 'jersey', 'but', 'I', 'also', 'want', 'inter', 'and', 'Barcelona', 'and', 'a', 'messi', 'psg', 'shirt', 'smh', '', 'What', 'is', 'life']","[('OseAtiomo', 'n'), ('need', 'v'), ('get', 'v'), ('chelsea', 'n'), ('jersey', 'n'), ('also', 'r'), ('want', 'v'), ('inter', 'n'), ('Barcelona', 'n'), ('messi', 'a'), ('psg', 'n'), ('shirt', 'n'), ('smh', 'n'), ('', 'n'), ('is', 'v'), ('life', 'n')]","['OseAtiomo', 'need', 'get', 'chelsea', 'jersey', 'also', 'want', 'inter', 'Barcelona', 'messi', 'psg', 'shirt', 'smh', 'be', 'life']"
536,"All heroes, all myths, all cultural “characters” have one thing in common: power of effectiveness on people’s lives. It can be with a word or with a sword, can be with a brush or with a pencil, can be with a belief or with a concern. Messi did it with a ball.","['All', 'heroes', '', 'all', 'myths', '', 'all', 'cultural', '', 'characters', '', 'have', 'one', 'thing', 'in', 'common', '', 'power', 'of', 'effectiveness', 'on', 'people', '', 's', 'lives', '', 'It', 'can', 'be', 'with', 'a', 'word', 'or', 'with', 'a', 'sword', '', 'can', 'be', 'with', 'a', 'brush', 'or', 'with', 'a', 'pencil', '', 'can', 'be', 'with', 'a', 'belief', 'or', 'with', 'a', 'concern', '', 'Messi', 'did', 'it', 'with', 'a', 'ball', '']","[('heroes', 'n'), ('', 'v'), ('myths', 'n'), ('cultural', 'a'), ('', 'n'), ('characters', 'n'), ('', 'v'), ('have', 'v'), ('thing', 'n'), ('common', 'a'), ('', 'n'), ('power', 'n'), ('effectiveness', 'n'), ('people', 'n'), ('', 'n'), ('s', 'v'), ('lives', 'v'), ('be', 'v'), ('word', 'n'), ('sword', 'n'), ('', 'n'), ('be', 'v'), ('brush', 'n'), ('pencil', 'n'), ('', 'n'), ('be', 'v'), ('belief', 'n'), ('concern', 'n'), ('', 'n'), ('Messi', 'n'), ('did', 'v'), ('ball', 'n'), ('', 'n')]","['hero', 'myth', 'cultural', 'character', 'have', 'thing', 'common', 'power', 'effectiveness', 'people', 's', 'live', 'be', 'word', 'sword', 'be', 'brush', 'pencil', 'be', 'belief', 'concern', 'Messi', 'do', 'ball']"
537,@messi_202108 Because also barca fan did the same to ronaldo when he moved in 2018,"['messi202108', 'Because', 'also', 'barca', 'fan', 'did', 'the', 'same', 'to', 'ronaldo', 'when', 'he', 'moved', 'in', '2018']","[('messi202108', 'n'), ('also', 'r'), ('barca', 'a'), ('fan', 'n'), ('did', 'v'), ('same', 'a'), ('ronaldo', 'v'), ('moved', 'v')]","['messi202108', 'also', 'barca', 'fan', 'do', 'same', 'ronaldo', 'move']"
538,Look what I found! Lionel Messi Line Abstract collectible https://t.co/cTxojJZBIE #rarible #ethereum #nonfungible #digitalasset #nft via @rarible  #Messi,"['Look', 'what', 'I', 'found', '', 'Lionel', 'Messi', 'Line', 'Abstract', 'collectible', '', 'rarible', 'ethereum', 'nonfungible', 'digitalasset', 'nft', 'via', 'rarible', 'Messi']","[('Look', 'v'), ('found', 'v'), ('', 'n'), ('Lionel', 'n'), ('Messi', 'n'), ('Line', 'n'), ('Abstract', 'n'), ('collectible', 'a'), ('', 'n'), ('rarible', 'a'), ('ethereum', 'n'), ('nonfungible', 'a'), ('digitalasset', 'n'), ('nft', 'n'), ('rarible', 'a'), ('Messi', 'n')]","['Look', 'find', 'Lionel', 'Messi', 'Line', 'Abstract', 'collectible', 'rarible', 'ethereum', 'nonfungible', 'digitalasset', 'nft', 'rarible', 'Messi']"
539,Messi wants back into Barca??????,"['Messi', 'wants', 'back', 'into', 'Barca', '', '', '']","[('Messi', 'n'), ('wants', 'v'), ('back', 'r'), ('Barca', 'n'), ('', 'n'), ('', 'n'), ('', 'n')]","['Messi', 'want', 'back', 'Barca']"
540,@SelecaoTalk @CrewsMat10 The French media is just insane…they hate psg players with a passion…they even trashing Messi now that he’s a psg player,"['SelecaoTalk', 'CrewsMat10', 'The', 'French', 'media', 'is', 'just', 'insane', '', 'they', 'hate', 'psg', 'players', 'with', 'a', 'passion', '', 'they', 'even', 'trashing', 'Messi', 'now', 'that', 'he', '', 's', 'a', 'psg', 'player']","[('SelecaoTalk', 'n'), ('CrewsMat10', 'n'), ('French', 'a'), ('media', 'n'), ('is', 'v'), ('just', 'r'), ('insane', 'a'), ('', 'n'), ('hate', 'v'), ('psg', 'a'), ('players', 'n'), ('passion', 'n'), ('even', 'r'), ('trashing', 'v'), ('Messi', 'n'), ('now', 'r'), ('', 'v'), ('psg', 'n'), ('player', 'n')]","['SelecaoTalk', 'CrewsMat10', 'French', 'medium', 'be', 'just', 'insane', 'hate', 'psg', 'player', 'passion', 'even', 'trash', 'Messi', 'now', 'psg', 'player']"
541,@NCbarca I aint a troll. Just do this to rattle the Messi FC who disrespect ournplayers and clubs daily,"['NCbarca', 'I', 'aint', 'a', 'troll', '', 'Just', 'do', 'this', 'to', 'rattle', 'the', 'Messi', 'FC', 'who', 'disrespect', 'ournplayers', 'and', 'clubs', 'daily']","[('NCbarca', 'n'), ('aint', 'v'), ('troll', 'n'), ('', 'n'), ('Just', 'n'), ('do', 'v'), ('rattle', 'v'), ('Messi', 'n'), ('FC', 'n'), ('disrespect', 'v'), ('ournplayers', 'n'), ('clubs', 'n'), ('daily', 'r')]","['NCbarca', 'aint', 'troll', 'Just', 'do', 'rattle', 'Messi', 'FC', 'disrespect', 'ournplayers', 'club', 'daily']"
542,@messi_ greatest player of all time ed Ballon d'or dream team was legit one of the biggest event of France football history,"['messi', 'greatest', 'player', 'of', 'all', 'time', 'ed', 'Ballon', 'dor', 'dream', 'team', 'was', 'legit', 'one', 'of', 'the', 'biggest', 'event', 'of', 'France', 'football', 'history']","[('messi', 'n'), ('greatest', 'a'), ('player', 'n'), ('time', 'n'), ('ed', 'a'), ('Ballon', 'n'), ('dor', 'n'), ('dream', 'n'), ('team', 'n'), ('was', 'v'), ('legit', 'a'), ('biggest', 'a'), ('event', 'n'), ('France', 'n'), ('football', 'n'), ('history', 'n')]","['messi', 'great', 'player', 'time', 'ed', 'Ballon', 'dor', 'dream', 'team', 'be', 'legit', 'big', 'event', 'France', 'football', 'history']"
543,Everyone was too invested in Messi they forgot this guy is even there 😭 https://t.co/fFK6CY8bVy,"['Everyone', 'was', 'too', 'invested', 'in', 'Messi', 'they', 'forgot', 'this', 'guy', 'is', 'even', 'there', '', '']","[('Everyone', 'n'), ('was', 'v'), ('too', 'r'), ('invested', 'v'), ('Messi', 'n'), ('forgot', 'v'), ('guy', 'n'), ('is', 'v'), ('even', 'r'), ('', 'v'), ('', 'n')]","['Everyone', 'be', 'too', 'invest', 'Messi', 'forget', 'guy', 'be', 'even']"
544,"@KattarReborn @adamya3010 Messi laporta had a beef for sure as he had betrayed messi
It is not the case with pique","['KattarReborn', 'adamya3010', 'Messi', 'laporta', 'had', 'a', 'beef', 'for', 'sure', 'as', 'he', 'had', 'betrayed', 'messi', 'It', 'is', 'not', 'the', 'case', 'with', 'pique']","[('KattarReborn', 'n'), ('adamya3010', 'n'), ('Messi', 'n'), ('laporta', 'n'), ('had', 'v'), ('beef', 'n'), ('sure', 'a'), ('had', 'v'), ('betrayed', 'v'), ('messi', 'n'), ('is', 'v'), ('not', 'r'), ('case', 'n'), ('pique', 'n')]","['KattarReborn', 'adamya3010', 'Messi', 'laporta', 'have', 'beef', 'sure', 'have', 'betray', 'messi', 'be', 'not', 'case', 'pique']"
545,"@goal @FCBarcelona @TeamMessi Messi

Goal 0
Assist 0
Games 5

My  greatest player of all time  greatest player of all time  is out of form 😭 https://t.co/OyRNOXtpCZ","['goal', 'FCBarcelona', 'TeamMessi', 'Messi', 'Goal', '0', 'Assist', '0', 'Games', '5', 'My', 'greatest', 'player', 'of', 'all', 'time', 'greatest', 'player', 'of', 'all', 'time', 'is', 'out', 'of', 'form', '', '']","[('goal', 'n'), ('FCBarcelona', 'n'), ('TeamMessi', 'n'), ('Messi', 'n'), ('Goal', 'n'), ('Assist', 'n'), ('Games', 'n'), ('My', 'n'), ('greatest', 'a'), ('player', 'n'), ('time', 'n'), ('greatest', 'a'), ('player', 'n'), ('time', 'n'), ('is', 'v'), ('form', 'n'), ('', 'n'), ('', 'n')]","['goal', 'FCBarcelona', 'TeamMessi', 'Messi', 'Goal', 'Assist', 'Games', 'My', 'great', 'player', 'time', 'great', 'player', 'time', 'be', 'form']"
546,“I Would Like To Return To Barcelona As Technical Secretary” – Lionel Messi https://t.co/wnuuy4Etsa,"['', 'I', 'Would', 'Like', 'To', 'Return', 'To', 'Barcelona', 'As', 'Technical', 'Secretary', '', '', 'Lionel', 'Messi', '']","[('', 'n'), ('Would', 'v'), ('Return', 'v'), ('Barcelona', 'n'), ('As', 'n'), ('Technical', 'n'), ('Secretary', 'n'), ('', 'n'), ('', 'n'), ('Lionel', 'n'), ('Messi', 'n'), ('', 'n')]","['Would', 'Return', 'Barcelona', 'As', 'Technical', 'Secretary', 'Lionel', 'Messi']"
547,@CrewsMat10 All you talk about is messi and ballon dor do you even watch football other than messi related stuff lol?,"['CrewsMat10', 'All', 'you', 'talk', 'about', 'is', 'messi', 'and', 'ballon', 'dor', 'do', 'you', 'even', 'watch', 'football', 'other', 'than', 'messi', 'related', 'stuff', 'lol', '']","[('CrewsMat10', 'n'), ('All', 'n'), ('talk', 'v'), ('is', 'v'), ('messi', 'a'), ('ballon', 'n'), ('dor', 'n'), ('do', 'v'), ('even', 'r'), ('watch', 'v'), ('football', 'n'), ('other', 'a'), ('messi', 'r'), ('related', 'v'), ('stuff', 'n'), ('lol', 'n'), ('', 'n')]","['CrewsMat10', 'All', 'talk', 'be', 'messi', 'ballon', 'dor', 'do', 'even', 'watch', 'football', 'other', 'messi', 'relate', 'stuff', 'lol']"
548,"@starsalki Transfer won't happen if Khalifi doesn't allow no matter how much city pays 

Also city can't afford to pay Messi's salary owing to ffp","['starsalki', 'Transfer', 'wont', 'happen', 'if', 'Khalifi', 'doesnt', 'allow', 'no', 'matter', 'how', 'much', 'city', 'pays', 'Also', 'city', 'cant', 'afford', 'to', 'pay', 'Messis', 'salary', 'owing', 'to', 'ffp']","[('starsalki', 'n'), ('Transfer', 'n'), ('wont', 'v'), ('happen', 'v'), ('Khalifi', 'n'), ('doesnt', 'v'), ('allow', 'v'), ('matter', 'n'), ('much', 'a'), ('city', 'n'), ('pays', 'n'), ('Also', 'r'), ('city', 'n'), ('cant', 'n'), ('afford', 'n'), ('pay', 'v'), ('Messis', 'n'), ('salary', 'a'), ('owing', 'n'), ('ffp', 'v')]","['starsalki', 'Transfer', 'wont', 'happen', 'Khalifi', 'doesnt', 'allow', 'matter', 'much', 'city', 'pay', 'Also', 'city', 'cant', 'afford', 'pay', 'Messis', 'salary', 'owing', 'ffp']"
549,"@AryanFCBFC Even his vice president says that the negotiations were going well until La liga stopped it, I have seen two(2) fati stans slander Messi the whole time ive been here.","['AryanFCBFC', 'Even', 'his', 'vice', 'president', 'says', 'that', 'the', 'negotiations', 'were', 'going', 'well', 'until', 'La', 'liga', 'stopped', 'it', '', 'I', 'have', 'seen', 'two', '', '2', '', 'fati', 'stans', 'slander', 'Messi', 'the', 'whole', 'time', 'ive', 'been', 'here', '']","[('AryanFCBFC', 'n'), ('Even', 'r'), ('vice', 'n'), ('president', 'n'), ('says', 'v'), ('negotiations', 'n'), ('were', 'v'), ('going', 'v'), ('well', 'r'), ('La', 'n'), ('stopped', 'v'), ('', 'n'), ('have', 'v'), ('seen', 'v'), ('', 'a'), ('', 'a'), ('fati', 'n'), ('stans', 'n'), ('slander', 'v'), ('Messi', 'n'), ('whole', 'a'), ('time', 'n'), ('ive', 'a'), ('been', 'v'), ('here', 'r'), ('', 'a')]","['AryanFCBFC', 'Even', 'vice', 'president', 'say', 'negotiation', 'be', 'go', 'well', 'La', 'stop', 'have', 'see', 'fati', 'stans', 'slander', 'Messi', 'whole', 'time', 'ive', 'be', 'here']"
550,@Nikhil_7_ How does Messi FC affect Barca?,"['Nikhil7', 'How', 'does', 'Messi', 'FC', 'affect', 'Barca', '']","[('Nikhil7', 'n'), ('How', 'n'), ('does', 'v'), ('Messi', 'n'), ('FC', 'n'), ('affect', 'v'), ('Barca', 'n'), ('', 'n')]","['Nikhil7', 'How', 'do', 'Messi', 'FC', 'affect', 'Barca']"
