,text,created_at,id,author_id
79,"@_ibrxhim11_ @FabrizioRomano All people who want to cover ground. Messi, Neymar and Mbappe aren’t that. If you don’t think Poch Is a good manager with a style, philosophy and history thay won’t suit united then lmao.",2021-11-01T14:57:44.000Z,1455187306005024781,1263636652204982272
80,Messi is the Micheal Schumacher of football and you can't change my mind. https://t.co/TQHS66TeHC,2021-11-01T14:57:41.000Z,1455187293468303362,1060358397067976704
81,"laporta does not know u 

thses messi fan'sare actually braindead https://t.co/QV1wxJKrSj",2021-11-01T14:57:38.000Z,1455187279580893186,1330508298349662211
82,@MessiMX30i brudda watched messi for the first time,2021-11-01T14:57:35.000Z,1455187267597832195,1358419234154565635
83,"@shauray3ii Sancho and Messi have the same number of goal contributions in the league despite Sancho playing LESS minutes than Messi 

One is being called a flop despite playing in the hardest league itw while the other is being tipped to win the BDor while playing in the Uber Eats League 🤷🏻‍♂️",2021-11-01T14:57:32.000Z,1455187256818343941,1339208239515201537
84,@roushfenway @KensethFan17_20 @Chris_Buescher @ChaseBriscoe_14 @RossChastain sign Messi.,2021-11-01T14:57:19.000Z,1455187202003116033,1162166243262177285
85,"COMO DIJO MESSI:I'd rather be a better person than be the best in the world
BUSCALO EN GOGLE🛐",2021-11-01T14:57:14.000Z,1455187180410834948,1454230339338047492
86,"@ESPNFC Barcelona paid Messi more than Lebron, KD, and Steph COMBINED. They have nobody to blame but themselves.",2021-11-01T14:56:56.000Z,1455187104770711560,831360222400757760
87,@zydenawabi10 @rmafanyestoesl @ClubDelSiglo @honest_messi Lost to sheriff,2021-11-01T14:56:52.000Z,1455187087708332039,1375183077178286082
88,‘Laporta’s words hurt me’ – Lionel Messi slams Barcelona president and insists he was never asked to play for free https://t.co/Uw0FP2qeYC,2021-11-01T14:56:43.000Z,1455187050697723906,1422668272885977088
89,"🔊 Messi (ex-Barça): “Do I feel betrayed by Barça? No, not disappointed, because I know them from the heart. The situation took them by surprise as it did to me. They were by my side and supporting me at all times”  #FCBlive #FCBarcelona https://t.co/sXAyGoot7B",2021-11-01T14:56:31.000Z,1455186999170588684,1356046691632173057
90,Messi wan go back to Barca as technical director https://t.co/akQ31MF7s9,2021-11-01T14:56:28.000Z,1455186987506339842,3393293805
91,Messi wan go back to Barca as technical director https://t.co/WKakC3lECV,2021-11-01T14:56:25.000Z,1455186975229612035,1284126024372977671
92,"COMO DIJO MESSI:""I'd rather be a better person than be the best in the world"" BUSCA EN GOGLE",2021-11-01T14:56:24.000Z,1455186970846679056,1454230339338047492
93,@_AsiwajuLerry Fun fact: Cristiano Ronaldo has more assists in the league this season than Leo Messi has league goals in the last 5 months. Choose your GOAT wisely. https://t.co/N4AKLuzvxa,2021-11-01T14:56:23.000Z,1455186967566630922,1284984827679330305
94,"@lapulgafreak The question who won the Ballon d'or? Messi, I strongly doubt it, seeing his face and body language during Lille game.",2021-11-01T14:56:21.000Z,1455186958427295745,1398592855103393793
95,@BarcaUniversal All these psg fans pressed cause Messi talking. And y’all can’t pay him no to say that. Psg board pressed asf too 💀,2021-11-01T14:56:18.000Z,1455186946590863376,1444429541519159296
96,@MaestroPique Lanesh is dumb but didn't messi generate more than what he earned and only cost 8% of the total expenditures?,2021-11-01T14:56:15.000Z,1455186933882126344,1325654140475768832
97,"If xavi comes &amp; messi doesn’t come back and xavi doesn’t coach messi i will be livid, i will scream, i will kill",2021-11-01T14:56:13.000Z,1455186924336001028,3138831907
98,"@SelecaoTalk @CrewsMat10 Poche is really dragging the whole team behind!
imo, he denies the freedom of players like ney and messi and all those that they work is on some long balls lmao. Dont know how to use big guns🤷🏻‍♂️
Ligue1 is really frustrating to watch",2021-11-01T14:56:13.000Z,1455186922737836032,1431246468518752258
99,"Messi has been never obsessed with individual awards, still he has won them more than anyone. 🙌🏽🙌🏽 https://t.co/WtqooTXSn9",2021-11-01T14:56:11.000Z,1455186917117464576,156575140
0,"@shauray3ii Sancho and Messi have the same number of goal contributions in the league despite Sancho playing LESS minutes than Messi 

One is being called a flop despite playing in the hardest league itw while the other is being tipped to win the BDor while playing in the Uber Eats League 🤷🏻‍♂️",2021-11-01T14:55:58.000Z,1455186860523724811,729362634210877440
1,@zydenawabi10 @rmafanyestoesl @ClubDelSiglo @honest_messi Didnt ask nerd + Vardrid lost to alcoyano,2021-11-01T14:55:50.000Z,1455186829850841094,1375183077178286082
2,@NightKing00001 @havehopehut i think you have it all wrong my guy barca didnt have the money to keep messi it all about financial stability i take barca over messi anyday messi is a club legend but barca is ten time more important than him i would do same and let him go to psg,2021-11-01T14:55:46.000Z,1455186812029263873,1381989865525555202
3,@Pranavkbfc Better than Messi 💯💯,2021-11-01T14:55:45.000Z,1455186807402811393,1344239999990939650
4,@Sherry_2702 Messi could have done the same but ran to PSG 30 mins after Laporta told him it isn't possible to renew with 50% salary.,2021-11-01T14:55:25.000Z,1455186722598293507,1244190695197413376
5,@nazrma7 @BlancoLottin + Suarez played for messi....,2021-11-01T14:55:23.000Z,1455186715438501891,1425400824058974212
6,The GOAT MESSI ❤️ https://t.co/MLqvJVtnuy,2021-11-01T14:55:10.000Z,1455186659683696646,1370641767830233091
7,@zydenawabi10 @rmafanyestoesl @ClubDelSiglo @honest_messi Bigger than Vardrid,2021-11-01T14:55:05.000Z,1455186640796794893,1375183077178286082
8,@pionelRMA @ClubDelSiglo @honest_messi Cry pig,2021-11-01T14:54:42.000Z,1455186543170174980,1375183077178286082
9,@sadioman_ @rmafanyestoesl @ClubDelSiglo @honest_messi Get embarrassed by this ratio G,2021-11-01T14:54:39.000Z,1455186531044499458,728570135078932481
10,Lmaooo the epl week in week out would break messi😂😂😂. https://t.co/oeF3N0JoEs,2021-11-01T14:54:25.000Z,1455186473242800132,125506030
11,That’s a Messi goal 👀 https://t.co/Tnf1Goxbsz,2021-11-01T14:54:15.000Z,1455186428959334402,357745349
12,"📂Documents
  └📁 Lionel Messi
      └📁 UCL KO's Goals
           └⚠️ This folder is empty https://t.co/x7bMLlXm5E",2021-11-01T14:54:14.000Z,1455186426702749701,1256322983410446339
13,"Friendly reminder: Messi has more Ballon d’Or (6) than ManUTD, City, Chelsea, Arsenal, Spurs, PSG have UCLs Trophies combined",2021-11-01T14:54:13.000Z,1455186419593449478,1415343599374544898
14,"Messi squashes ""play for free"" comments made by Laporta. @FCBarcelona 

https://t.co/twfkLPvvKY",2021-11-01T14:54:11.000Z,1455186413918511114,400233083
15,@rmafanyestoesl @zydenawabi10 @ClubDelSiglo @honest_messi Just to get embarrased by mount 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣.     😭😭. 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,2021-11-01T14:54:09.000Z,1455186405945233415,1375183077178286082
16,"@CrewsMat10 So Messi's still the favorite right ? #lm7 
#messi",2021-11-01T14:54:08.000Z,1455186400177844231,1134770532446945286
17,"Don't know the details but if it concerns the love of the club and how it should be run, I'd listen to Pique rather than Messi. https://t.co/1KVKvEs3Zs",2021-11-01T14:54:08.000Z,1455186398680600579,714184150
18,"@GOATED_CR7 U are sick . U took Ronaldo vs messi debate on other level. If u think what u did is okay, u should see doctor",2021-11-01T14:54:05.000Z,1455186387775393793,1451265181410107396
19,"What followed was worthy of the script of a South American television soap opera in which Laporta, after dispensing with Messi in a matter of hours and returning Griezmann to Atleti, on the last day of the market, without replacing him with quality reinforcements...",2021-11-01T14:54:02.000Z,1455186377004433421,1215246564706410498
20,@cr7goat77 @messiblinder Only if u agree that Messi is the GOAT and better than pendu.,2021-11-01T14:54:02.000Z,1455186373309206530,1306224077149937669
21,"Rijkaard ended up being relieved by Guardiola, who beat Mourinho in the casting, and Barça lived the best years in its history under Messi's leadership.",2021-11-01T14:54:00.000Z,1455186364958453761,1215246564706410498
22,No one can ever match the level of Lionel Messi. https://t.co/0lEqZO1zGy,2021-11-01T14:53:45.000Z,1455186303704653828,748140407624609793
23,@MessiMX30i Messi slander is getting insane numbers because of his current form ffs,2021-11-01T14:53:36.000Z,1455186267310788616,1211691653473288196
24,@mhbms10 @Thinley03826911 @prfootbaII Messi 0 Ligue 1 goals this season he clearly doesn’t deserve. Balon D’or,2021-11-01T14:53:29.000Z,1455186236432424963,1286424105638670337
25,Messi isn't used to playing against so many black players every week. The tackles are the same but black man bone 💀,2021-11-01T14:53:24.000Z,1455186217570549764,540193581
26,Messi letting it out there. Straight and Real 👑,2021-11-01T14:53:16.000Z,1455186183932166147,423041680
27,"@NutmegSuarez You're probably crying about him for not delivering on signings, for letting go of Messi and for sacking Koeman late. I've accepted the situations for what they are instead of crying for months, looks like you're behaving like the jobless virgin",2021-11-01T14:53:16.000Z,1455186183458332685,1423203121774440451
28,@nffcalways1 @Bo55jppp We’re certainly Messi g things up but these leaders go to a meeting to discuss how we can be better then do this.,2021-11-01T14:53:01.000Z,1455186119029624847,118764784
29,Abeg shey Barca go start Messi tomorrow? https://t.co/c8AROfSb7s,2021-11-01T14:52:56.000Z,1455186100062982152,752573014869413888
30,@hamza51621748 @starsalki @Narek_RMA1 I'm not trying to knock Messi. Messi is an all in one category. He can't be categorised as the best in history in one aspect.,2021-11-01T14:52:53.000Z,1455186086020280323,1479048242
31,@BarcaWorldwide We've been robbed of that gavi messi link up 😭😭,2021-11-01T14:52:53.000Z,1455186084690792457,1296474897020051457
32,@palkuner @SkySportsPL We will make Kane and everyone’s favourite Korean “sonny” look like prime Ronaldo and messi,2021-11-01T14:52:45.000Z,1455186050020749316,312163853
33,Messi: I am not thinking of retiring after “Qatar 2022” .. and one day I will return to Barcelona https://t.co/M90lf7WNit,2021-11-01T14:52:44.000Z,1455186047952842752,1352489077942210561
34,@BG_culer @breathMessi21 This freaking Ganesh..that mf doesn't know sh**....am a Messi fan...but still this Ganesh is another level clown 🤡🤡,2021-11-01T14:52:39.000Z,1455186026838720516,1322855848389931008
35,"@Utd_Optimist Nahh.
Situation in football changes in matter of seconds.
For e.g
Ronaldinho was on his was to united then barca came and he went there.
Willian did medicals at spurs signed for chelsea.
Messi was about to sign his contract but last minute he couldn't.
Fab cant do it all",2021-11-01T14:52:38.000Z,1455186022778609665,1438126293833289732
36,"@thenameiskabi10 No internet for 1 year, or No Messi for 2 years",2021-11-01T14:52:36.000Z,1455186016269058048,1333065313403846656
37,"Maturity is realising that comparing Messi and Ronaldo is absolutely useless as they're both two very different players.

Maturity is realising that they both don't have much time left before they retire, and that we have to enjoy watching the two 🐐 as much as possible.",2021-11-01T14:52:36.000Z,1455186014687821825,1175447979177590784
38,@av_bagged The limit is 97m and you still have a 400m wage budget. You could register 1/4th of what you save. That's how you registered new signings? Not signing any of them and using all savings on Messi maybe? His new contract was 20-30? not sure tho. Grizzy wage + sales + cut &gt; 4× 20-30,2021-11-01T14:52:31.000Z,1455185991258365956,1312865993719341057
39,@GT_MessiFC And be the only man to ever manage Messi and Ronaldo,2021-11-01T14:52:30.000Z,1455185990079979520,2412515056
40,@ESPNFC Interesting—an African version of the Ronaldo/Messi debate.,2021-11-01T14:52:19.000Z,1455185941602185226,859853665238167553
41,@zydenawabi10 @rmafanyestoesl @ClubDelSiglo @honest_messi Refdrid just signed the refs for another 20 years 👋😭😭 free ucls with shiticious and assencio incoming,2021-11-01T14:52:13.000Z,1455185916021067779,1375183077178286082
42,"@av_bagged @Sherry_2702 You wanted Messi to keep playing, not train and just wait until Laporta (Who wanted him gone to save money) sold all the deadwood like Griezmann who only left last day of the market?",2021-11-01T14:52:04.000Z,1455185881564856333,1222319739244027906
43,Messi discloses the role he will take When Messi he returns to Barcelona. - https://t.co/DRQFw8VLf7 https://t.co/iFs9Wbbeo2,2021-11-01T14:51:52.000Z,1455185827663736835,4625735427
44,I think we finally got the answer to if Messi could do it on a rainy night in Stoke. NO! Because he cant even do it on fashion night in Paris,2021-11-01T14:51:51.000Z,1455185826418147332,386299706
45,"@Cule_Cul2_B @Joshua_Ubeku ""they took us Messi and they still want to take us Bigm"" I think he he's referring to PSG but not sure what he meant by this because BigM is a burger chain 😂",2021-11-01T14:51:49.000Z,1455185815903027201,1398592855103393793
46,project bring back messi vamos? @ xavi,2021-11-01T14:51:45.000Z,1455185798635085833,3138831907
47,@Sibis87 @ESPNFC Now i’v seen messi is not loyal to the club after @JoanLaportaFCB ws tryin his possible best for him to stay even at 5min for messi to go we saw how laporta ws stressing up for him to stay u didn’t nd look wht he is saying.Stay at psg we good here.💙❤️,2021-11-01T14:51:44.000Z,1455185794394689541,2271615142
48,@ashthejuan @TKSG1O Well that's a fact. Ronaldo didn't dominate serie a or epl. I know bro u can't. Ronaldo fans can't argue with Messi fans bcoz they speak with facts.,2021-11-01T14:51:42.000Z,1455185786425335813,1306224077149937669
49,"@DeadeyeDoucoure Tbh Poch will come back if he’s available. The guy almost left PSG, who just signed Messi, for us in the summer. He’ll for sure be back in the near-ish future.",2021-11-01T14:51:39.000Z,1455185775436476417,865602054131130368
50,@KaizerChiefs_ar @FCBayernEN Love lewa but messi is winning it,2021-11-01T14:51:38.000Z,1455185772655558659,1201143714787266562
51,@ninad10iii Not messi,2021-11-01T14:51:20.000Z,1455185694616395776,1356183809516048386
52,@pionelRMA @ClubDelSiglo @honest_messi Ironic coming from a bozo,2021-11-01T14:51:16.000Z,1455185680770949123,1375183077178286082
53,@sadioman_ @rmafanyestoesl @ClubDelSiglo @honest_messi 9th place blud VARca are finished G https://t.co/u2JhjvdAR8,2021-11-01T14:51:14.000Z,1455185670750842882,728570135078932481
54,"This video will always be funny, Messi was like fuck this shit bro https://t.co/1vTHslkdjv",2021-11-01T14:50:44.000Z,1455185545894711304,1399034045367980047
55,"Ppl will laugh at Sancho but forget he was putting up Messi numbers in Germany, I’ll give him till the New Year at least to turn this shit start around",2021-11-01T14:50:32.000Z,1455185495571542023,1169188494452899840
56,STOP VOTING FOR MESSI,2021-11-01T14:50:31.000Z,1455185488214691843,1454911518655623168
57,@zydenawabi10 @rmafanyestoesl @ClubDelSiglo @honest_messi Didnt ask nerd + Uefadrid is finito,2021-11-01T14:50:28.000Z,1455185477942878208,1375183077178286082
58,Messi slams Barcelona president and insists he was never asked to play for free https://t.co/TyiF5mcgYc,2021-11-01T14:50:28.000Z,1455185476831391745,1415323099923238916
59,"Some people say Lewandowski deserve the ballon do'r reason is only he scored most goals but they ignore the fact Messi had most goals in 2016, 2017 and 2018 didn't win ballon do'r. 

Only 'Lionel Messi' deserve the 7th BD'R",2021-11-01T14:50:18.000Z,1455185435307610116,1306300523037876224
60,@messi_forever_m What a crazy love for https://t.co/I8T7HrYuTY are incredible man 👍,2021-11-01T14:50:04.000Z,1455185377912778757,1290660809249640448
61,"@Sxne19iv2 Nope look at how many players Chelsea have in the opposition box, look at the coaches he’s influenced, statistically the best coach everywhere he goes too (if you just take the offensive side too).
Aubameyang outscored Lewa, Mbappe outscoring a younger Messi",2021-11-01T14:50:03.000Z,1455185370879045636,3303309346
62,It's been 83 days since Messi debuted in Ligue 1 for psg and still no g/a for him. Imagine if this was Cristiano Ronaldo. The backlash and hate would be immense. Way too overprotected.,2021-11-01T14:50:02.000Z,1455185367276077062,1377891672340709377
63,@RMAera__ @honest_messi Ratio,2021-11-01T14:49:56.000Z,1455185342202621957,1033140637267185664
64,Explains why the players didn’t offer to take a pay cut till Messi left 🤔 https://t.co/9UoHPsuswt,2021-11-01T14:49:50.000Z,1455185316873048069,514722218
65,@HariFCMessi Nothing. Messi will still be the greatest,2021-11-01T14:49:49.000Z,1455185314331299843,1125780176455913472
66,@mrkipling100579 I claim CR in event and Messi in market,2021-11-01T14:49:39.000Z,1455185271889092609,1452872894111907840
67,Simply the GOAT 🐐 Messi https://t.co/vfDLQgyRa4,2021-11-01T14:49:34.000Z,1455185249801998342,1378376245059186702
68,@Thukten143 @MonkeyBoy010 @Leslley20 @SelecaoTalk @CrewsMat10 Messi’s goal drought will end soon he’s had some worse goal droughts then 4 games lol,2021-11-01T14:49:27.000Z,1455185221595406338,1373364740295168006
69,@CrewsMat10 Messi will win it. If not then only Lewandowski. No other,2021-11-01T14:49:07.000Z,1455185135695904776,923118160462610433
70,"@PekohJnr Messi literally won it , get your facts right https://t.co/nqHWzj25nK",2021-11-01T14:49:05.000Z,1455185127936495617,1442236726928293897
71,"Why is nobody telling Messi to shut up and stop bitching about the tempo/physicality of the Ligue 1? It's no different to other leagues. Afterall, all the leagues are equal.",2021-11-01T14:48:58.000Z,1455185100426076165,929760268464414722
72,@sadioman_ @rmafanyestoesl @ClubDelSiglo @honest_messi Own this ratio instead,2021-11-01T14:48:57.000Z,1455185096424689670,728570135078932481
73,"@trevorphilipsgg @beatsbynav Official Penaldo playlist:
⁃Ghostin’ (ft. big matches)
⁃Carried in Portugal (ft. Eder, Guedes)
-Feeling dangerous (ft. Andorra, Crotone)
-Owned (by Messi)
-I need you (ft. Penalty, Tap-in)
-Ending it (ft. Juventus’ 9 year title winning streak)
-Dive for glory (ft. Bribed refs)",2021-11-01T14:48:57.000Z,1455185096244404230,1388294449986367489
74,@TeamDudu_02 We can only spend 97m on wages and Messi was gonna be on 50m lol it was impossible. The only way was if he was gonna defer his salary and played for free for the moment.,2021-11-01T14:48:52.000Z,1455185074614378503,1244190695197413376
75,"@genius_droy Ofcourse. Neymar is still 29-30, which is supposed to be peak years of any player so Neymar's best performances is easily better than current Messi's. Only problem is injury and consistency this year, other than he is up there.",2021-11-01T14:48:47.000Z,1455185054016040963,1422539434872893449
76,"@Nigerianscamsss Nigerian footballer: Aren’t you Argentinian 

Messi: https://t.co/LtNjtImr0X",2021-11-01T14:48:38.000Z,1455185017966059530,1077058344563687424
77,"@samiul__7 @knowledge_nyiko @messiblinder Messi literally had 25 percent more goal contributions than Ronaldo, https://t.co/cYxo181LRi",2021-11-01T14:48:37.000Z,1455185013490728960,462044888
78,"How Rob Holding emulated Lionel Messi in Arsenal’s Carabao Cup victory against Leeds 2021-10-27 #tips #tipster #bets #freetips #sportsbetting #betting #inplay #news #times
The largest Sports - Betting Newspaper Title Blog 
Read more &amp; source link https://t.co/poFj7UNhtB",2021-11-01T14:48:36.000Z,1455185006813384711,2997596967
79,"In the last 6 seasons, Leo Messi has scored more Free-kicks (26) than Penalties (23). 😳 https://t.co/UOV8ELISgg",2021-11-01T14:48:28.000Z,1455184973363826690,1173233603096043520
80,"A special connection. ❤

How badly do you want this reunion to happen? 😍

#LaLiga #FCBarcelona #Messi #PSG https://t.co/JeSBlvRJJw",2021-11-01T14:48:27.000Z,1455184971644039171,741300155593416705
81,"just picked my little brother from school, he told me that he played football today and scored and did a miracle, i asked him what is the miracle he said that he passed messi’s goals in the league",2021-11-01T14:48:27.000Z,1455184971048660993,1402303307947839500
82,"@Atleti_RS Messi has 1000+ G/A, the only player in history.",2021-11-01T14:48:13.000Z,1455184909350445065,1346576381786861570
83,@realkwesiessie1 @GallantEngineer @RosarioWizard @iphedollar Obviously not.Messi will have seen a beautiful transition for all these youngsters.Dont be surprised if they turn up useless with all their talent.,2021-11-01T14:48:05.000Z,1455184878807527430,930897604950544384
84,"@BluePlaysGames @9248ladecima @Shoeb_Mohd1 @shivanshfcbm Messi isn’t the one that should move to help, he has the most space as well.

https://t.co/FoXtDAume0",2021-11-01T14:48:03.000Z,1455184870821531652,1380933408822599686
85,"@Calemberg_ 50m + 40m a year for old Messi sounds risky, free + huge salary and you’ve got the perfect deal. So nope bc that’s literally what happened",2021-11-01T14:47:55.000Z,1455184833790025729,3303309346
86,@NevertakenaL @jesusR10US @CrewsMat10 Anyone but Messi :))) .loosers,2021-11-01T14:47:48.000Z,1455184807164534786,923259114
87,"@sadioman_ @ClubDelSiglo @honest_messi ""CrY vIrGiN"" https://t.co/9AwNLCtFie",2021-11-01T14:47:42.000Z,1455184781533011972,718065254
88,PSG 2-1 Lille. Lionel Messi subbed at half time. Can't keep a clean sheet. Interesting times for Mauricio Pochettino in Paris. https://t.co/3ho3U0PveA,2021-11-01T14:47:29.000Z,1455184724532531208,300883126
89,@AbsoluteChelsea Messi is winning,2021-11-01T14:47:23.000Z,1455184699811270656,1164203043635597312
90,Lionel #Messi criticises Joan Laporta for suggesting he could play for free https://t.co/qdFR9earty,2021-11-01T14:47:21.000Z,1455184691179491336,854275212686143488
91,Senate to debate invasion of Justice Odili’s residence Nov 9 - https://t.co/vZ3yShUEZ5 #News #JusticeOdili #senate#BBnaija #Messi #Wizkid #Davido,2021-11-01T14:47:13.000Z,1455184658665246727,1099915012037099521
92,Lionel #Messi criticises Joan Laporta for suggesting he could play for free  https://t.co/qdFR9earty,2021-11-01T14:47:12.000Z,1455184656614273030,854275212686143488
93,@havehopehut bro your miss information is top tier bro it was imposible to keep messi and laporta clearly says he would never ask him to play for free the media got you triping hh,2021-11-01T14:47:00.000Z,1455184606068723715,1381989865525555202
94,You were cleaning Obasanjo’s shoes in Aso Villa – Soludo slams Uba - Anambra 2021 - https://t.co/efzwbrK6ZX #Politics #Anambra2021 #AsoVilla #obasanjo #soludo #UBA#BBnaija #Messi #Wizk,2021-11-01T14:46:55.000Z,1455184583037702151,1099915012037099521
95,"@TotalMessi10i @9248ladecima @Shoeb_Mohd1 @shivanshfcbm Nice freeze frame his man is literally at the D near the bottom right, but is able to leave messi alone because he isn’t making himself available to his team mates.",2021-11-01T14:46:36.000Z,1455184504557998086,1070501656360443904
96,@MbappeEra3 @honest_messi CARRATIO,2021-11-01T14:46:34.000Z,1455184496681111556,908314860
97,Messi is the GOAT 🐐 #TalkYourTalk,2021-11-01T14:46:29.000Z,1455184476338860034,1000991508449910784
98,"@MasiaProdigy @BurnerRobbie @kickoffspot_ @somedaytolive @shivanshfcbm You think, playing in a different system is an achievement lmao. Ronaldo has done it with 5 teams. It isn't that hard. Ronaldo can adapt, Messi apparently can't.",2021-11-01T14:46:25.000Z,1455184458001178641,3153135084
99,Messi was playing against spanish and South American players that was just happy to share to pitch with him in la liga. Now in france he playing against dudes that are there for business only. They don’t give a fuck who he is,2021-11-01T14:46:23.000Z,1455184450573279232,1437237882549325841
0,@rmafanyestoesl @ClubDelSiglo @honest_messi Own my beloved idol Penaldo and Refdrid,2021-11-01T14:46:08.000Z,1455184387729985547,1375183077178286082
1,@messi_goated @MinhQuanRM @FvBarcelona You forgot fake retirement🤣,2021-11-01T14:46:08.000Z,1455184386169573376,1044617141796790273
2,"@honest_messi He's conquered all the farmers
He's never gonna stop
From camp poo too vargentina
He's dived a fucking lot
Penalties and tap ins 
The fields of fanboys tears 
He is a finished player 
And his name is pionel  
Allez,allez ,allez
Allez,allez,allez
Allez,allez,allez",2021-11-01T14:46:07.000Z,1455184381388247042,1398276823197306886
3,"In my opinion Neymar at his best is better than current Messi at his best. Purely because Neymar still has the turbo speed in his legs that Messi no longer has. But quality wise they are the same, maybe Messi abit higher due to being a better finisher. https://t.co/U7tyCAcA1F",2021-11-01T14:45:56.000Z,1455184335787671559,1400931018148880390
4,"@KshitijCule @CFCMod_ Can we have this era again. Barca, Madrid, Messi, Ronaldo, xavi, iniesta, kaka, kross, casillas, lampard, Drogba, Rooney, ribery, robben, tevez. Football right now is just too tactical with little time for players to express themselves.",2021-11-01T14:45:54.000Z,1455184326254120962,712516924345827329
5,The club could not even register Aguero and you wanna talk to me about registering Messi's 50m contract. It was literally impossible to get him. https://t.co/ysAW2TTKYB,2021-11-01T14:45:50.000Z,1455184309636280322,1244190695197413376
6,Why is Messi standing on his own property in this pic? https://t.co/znsjZpzRNI,2021-11-01T14:45:50.000Z,1455184309304930307,1048983822346477570
7,"@_Osman_10 @Qasim_Mufc @Hass_JVO But giggs was performing for well long and helped us win the major trophies that utd have, longevity isnt overrated coz look at ronaldo and messi, world class over a long period. Just sayin",2021-11-01T14:45:45.000Z,1455184290174705664,1020297401511399425
8,ten minutes into the game with the score at 0-0 pep gave the nod to messi and eto'o. the two players had to swap positions.,2021-11-01T14:45:43.000Z,1455184282704568325,877357298481418240
9,"@VishuDuhoon10 @adamGuater @totalcristiano To be honest you name useless trophies🤷‍♀️  no champion league no world cup no league trophy , messi only won Copa Copa trophies 😂😂 messi fans don't have shame to be honest https://t.co/DmosvLcmeP",2021-11-01T14:45:37.000Z,1455184255290650637,1410759008261128192
10,Good morning guys am new to this app hope everyone is safe as well as their families I listen to you guys this morning talk about Messi.Does PSG plays football around Messi the way Barcelona did ? Is the style of play it build up centred around Messi?.#fcextratime,2021-11-01T14:45:30.000Z,1455184229197918214,1455173366080589825
11,"My goat, singlehandedly brought ambition back to the club. @Cristiano we salute you, Messi ain't got shit on you. SIIIIUUUUU #THFC #COYS https://t.co/tKxtsSsYgA",2021-11-01T14:45:18.000Z,1455184177930907652,511967760
12,"💬 #Messi: ""It's like taking the ball from you and not accepting the responsibility or taking charge of things. That makes people think and generates doubts that I don't think I deserve.""",2021-11-01T14:45:16.000Z,1455184166967037952,130154420
13,@AbemSeifu Do you have any proof that Messi won the Ballon d'Or,2021-11-01T14:45:08.000Z,1455184133722869760,1425032384207106048
14,"Lionel Messi: ""I was not asked to play for Barça for free. Laporta's words hurt me, he didn't need to say it.""😭

#Messi #FCBarcelona #PSG https://t.co/J3KF8JZGxf",2021-11-01T14:45:00.000Z,1455184101179211778,1141632291854266373
15,"💬 #Messi: ""No one asked me to play for free, but at the same time the president's words were inappropriate. It hurt because I don't think there was any need to say that.""",2021-11-01T14:44:49.000Z,1455184056128352261,130154420
16,@Nigerianscamsss Messi is calling up Seydou Keita for some tips.,2021-11-01T14:44:42.000Z,1455184027091152899,301878662
17,"but apparantly messi PR is the biggest &amp; outta the world, he became goat in SAF, perez's PR the biggest of all &amp; doesnt even give a shit or care bout these awards https://t.co/R6d7dHiV4x",2021-11-01T14:44:41.000Z,1455184022615707650,2748288282
18,"@UgwunnaEjikem ""I love messi, Rinaldo is an idiot""
Straight dialing DSS/police.",2021-11-01T14:44:39.000Z,1455184013061206024,543397226
19,"@GamerAvik @Saqeezyy And Ramos made quite a lot against Messi. I'm not swayed by the title,I'm swayed at what he did to Ramos,if you don't agree then it's all cool.",2021-11-01T14:44:31.000Z,1455183979339034630,462044888
20,@BarcaTimes @tjuanmarti Messi bought shares in pique's club those 2 along with cesc fabregas have been close since la masia... Get your facts right,2021-11-01T14:44:29.000Z,1455183970019287047,2433539193
21,@Abhishek_Utd31 @norrisxricc I also like messi and max you idiot,2021-11-01T14:44:26.000Z,1455183957306200070,1203031277743542273
22,@rmafanyestoesl @ClubDelSiglo @honest_messi Defending your boyfriend 😭😭😭,2021-11-01T14:44:24.000Z,1455183952361234438,1375183077178286082
23,"@MonkeyBoy010 @Leslley20 @SelecaoTalk @CrewsMat10 Good start? He has been best in UCL. psg really doesn't care about Ligue 1. There main focus is UCL which he is doing fine. 

Even if Messi goes with goal drought for next 50 games, He will always be best.",2021-11-01T14:44:22.000Z,1455183942902956032,1449333364574408709
24,@barca__fan__ Yeah he was close to Pique throughout ( maybe something changed in last months ) but it was quite clear to see Messi dialiked Ter Static,2021-11-01T14:44:22.000Z,1455183942189928451,1453230302336331776
25,"‘NO ONE ASKED ME TO PLAY FOR FREE’, MESSI CRYS OUT https://t.co/HdxLnRb0Ye",2021-11-01T14:44:19.000Z,1455183930471206918,1279475807635857409
26,"💬 #Messi: ""I did everything to stay. Never at any moment did they ask me to play for free. They asked me to reduce my salary by 50% and I did it without any problem. We were willing to help the club more. My desire and that of my family was to stay in Barcelona."" [sport]",2021-11-01T14:44:10.000Z,1455183892378488832,130154420
27,But but messi has a better team and better coach https://t.co/j8BilaVyeb,2021-11-01T14:44:00.000Z,1455183850611482626,936152867878010880
28,@khwaar_pukhtoon bodied @messi_goated,2021-11-01T14:43:52.000Z,1455183814750314501,1431298520548581378
29,@BradyBucGoat Messi is bigger than your sport pal.,2021-11-01T14:43:47.000Z,1455183793917136897,1362865453740273665
